src,hyp,label,mis_score
Do you have a mirror?,Do you have a mirror in your car?,Hallucination,0.5356056690216064
That authorisation was granted by the Presidency at the beginning of July 1998.,Authorisation was granted by the Presidency on July the first.,Not Hallucination,0.8079204559326172
I should've told you.,I should have told you to go.,Hallucination,0.584666907787323
"That, in our view, was an insufficiently sound point of departure.",Point departure was insufficiently sound.,Not Hallucination,0.9382944107055664
It's our turn.,It's our turn now.,Not Hallucination,0.947910726070404
"Hello, Steve.","Hey, Steve,",Not Hallucination,0.871971845626831
"Secondly, do we not want to improve the quality of our wines?",We don't want to improve the quality of our wines.,Hallucination,0.3219294250011444
"Clearly, we must do exactly the reverse.",We must do exactly opposite things.,Not Hallucination,0.906882107257843
"On the contrary, equal treatment reinforces inequality.",Equal treatment reinforces inequality.,Not Hallucination,0.8073132634162903
Where's Father?,Where's your father?,Not Hallucination,0.8724844455718994
"Yeah, he's alive.",He's still alive.,Not Hallucination,0.9511975049972534
They are therefore unlikely to lead to any sort of crisis or cause major concern.,Major concern or crisis are not likely to be caused by them.,Not Hallucination,0.9636818766593933
(Parliament adopted the legislative resolution),Parliament approves legislative resolution.,Not Hallucination,0.9187338948249817
The first concerns closer involvement of the parties involved in standardisation.,The first concern is that the parties are involved in standardisation.,Hallucination,0.6707104444503784
Application of Community law,Application of community law.,Not Hallucination,0.9247995615005493
"If Parliament adopts it tomorrow, we will have to closely monitor its implementation.",We must closely monitor its implementation tomorrow.,Not Hallucination,0.8683915138244629
Is everyone here?,Here is everyone.,Hallucination,0.15911339223384857
Somewhere in the middle of all this is the discretion that we actually have at our disposal.,Here is some text here,Hallucination,0.009047441184520721
It's against regulations.,It is against regulation.,Not Hallucination,0.9736025333404541
Where's my room?,Where is my room?,Not Hallucination,0.9506694078445435
He's got a wife.,He has a wife.,Not Hallucination,0.9719655513763428
"This is why there are no European crews any more, and it also means that the infrastructure is collapsing.",Here is why there are no more European crews.,Hallucination,0.6353821158409119
She's already left.,She already left.,Not Hallucination,0.9656468629837036
"Mr President, I am voting in favour of this report today.","Report I vote for this report, Mr President.",Not Hallucination,0.9241797924041748
Effective individual measures cannot replace an integrated general concept.,"Effective individual measures cannot replace an integrated, comprehensive concept.",Hallucination,0.5956599116325378
You've got me.,You have got me.,Not Hallucination,0.9667515754699707
This is why the budget for basic health care has been increased.,Health care budget has been increased.,Not Hallucination,0.8274860382080078
"Hello, Angela.","Angela,",Hallucination,0.3999992609024048
It would be a great pity if this opportunity were lost.,"If this opportunity were lost, it would be a pity.",Not Hallucination,0.962128758430481
I'm Santa Claus.,Santa Claus is my name.,Not Hallucination,0.8820735812187195
The results achieved are proof of this. The representatives of the various political groups have also helped to achieve this consensus.,Consensus was achieved by various political groups.,Not Hallucination,0.8672640323638916
Do you know when she'll be back?,Do you know how long she'll be back?,Hallucination,0.16639944911003113
I'm useless.,I'm no good at that.,Not Hallucination,0.8620105981826782
"Hey, Maria.","Hey, Maria,",Not Hallucination,0.8267062306404114
Hey Bob.,Here is Bob.,Hallucination,0.34462130069732666
I've found you.,Found you.,Not Hallucination,0.9436707496643066
You barely know him.,You know him very well.,Hallucination,0.18806762993335724
Are you lying?,"Are you lying, man?",Hallucination,0.6071110963821411
I have questions.,Questions I have some questions.,Not Hallucination,0.9479589462280273
At some point this system must stop.,System must stop at some point.,Not Hallucination,0.9455000758171082
"All right, good luck.","Good luck, all right.",Not Hallucination,0.9528214931488037
Large parts of the rest of the motorway are being cofinanced with the Commission.,Commission is funding large parts of the motorway.,Not Hallucination,0.8213109374046326
It's a treasure map.,Map of treasures.,Not Hallucination,0.8545396327972412
Where's he taking us?,Where is he taking us?,Not Hallucination,0.9265434145927429
I find that hard to believe.,Hard to believe that.,Not Hallucination,0.9490467309951782
The President read out the amendments to the agenda,The President read out the agenda.,Hallucination,0.17897027730941772
But we are pressing for a public trial before a civil court.,We are pressing for a public trial before a civil court.,Not Hallucination,0.9711773991584778
Beautiful name.,name Beautiful name.,Not Hallucination,0.8577708601951599
Charcoal?,Charcoal.,Hallucination,0.45873528718948364
We don't know anything.,We don't know anything about that.,Not Hallucination,0.9230420589447021
A beautiful woman.,Beautiful woman.,Not Hallucination,0.9630551338195801
I think that matter does need looking at again.,matter needs to be looked at again.,Not Hallucination,0.9391397833824158
"Instead I want to emphasise a point which, in my opinion, emerges from the interpretation of the report.",Emerges from the report's interpretation.,Not Hallucination,0.8262059688568115
"For many years, Eurobonds were almost exclusively traded in New York.","For decades, bonds traded in New York.",Hallucination,0.3360210955142975
50 bucks.,Fifty bucks.,Not Hallucination,0.9613574743270874
First and foremost we have special obligations towards the ACP states.,We have special obligations to the ACP states.,Not Hallucination,0.9270712733268738
I've got to find her.,I must find her.,Not Hallucination,0.9751951098442078
And this is understandable.,This is understandable.,Not Hallucination,0.9485610127449036
"However, this does not change the situation that now exists in relation to Hong Kong.",Hong Kong still doesn't change its situation.,Not Hallucination,0.8796043395996094
For that and many other reasons we support the motion for a resolution.,We support the motion for a resolution.,Not Hallucination,0.8978115320205688
The solution should instead be sought through sensible self-restraint.,Self restraint should be sought.,Not Hallucination,0.8806547522544861
"Yes, we should be concerned.",We should be concerned by this fact.,Not Hallucination,0.8900291919708252
"Fortunately, today we know that in 1998 the figures balanced and you agreed to compromise.","Fortunately, we know that in the year of '89 we balanced figures and you agreed to compromise.",Hallucination,0.10607880353927612
"Europe represents cooperation with Africa, yet we are abandoning Cameroon and the Côte d'Ivoire.",Africa is cooperating with Europe.,Hallucination,0.10938315093517303
"Many of the people are disabled, miscarriages are so frequent that they are no longer accounted for, and diseases such as cancer are rife.","Many people are disabled. They are no longer accounted for, and diseases like cancer are rife.",Hallucination,0.5398700833320618
"John, are you all right?","Are you right, John?",Not Hallucination,0.9473602771759033
I should like to thank the President-in-Office for that answer.,"Thank you, Mr President.",Not Hallucination,0.8593729734420776
That is a fallacy.,That is false. That isn't true.,Not Hallucination,0.8224049806594849
Have they been strengthened or weakened here?,Strengthened here or weakened here? Have they been strengthened or weakened here?,Not Hallucination,0.9643056988716125
We've already met.,We already met.,Not Hallucination,0.9703555107116699
"Thank you, Mrs Hautala.","Mrs Hautala thanks you. Mrs Hautala thanks you,",Not Hallucination,0.9541144967079163
"Uh - ""l can't hear no more.",More I can't hear that.,Not Hallucination,0.8764602541923523
You're being paranoid.,You are paranoid.,Not Hallucination,0.9370997548103333
Didn't she tell you?,"She didn't tell you, did she tell you anything else?",Hallucination,0.4634501039981842
Is she hot?,She's hot.,Hallucination,0.26218146085739136
Many years ago.,Many years ago it happened.,Not Hallucination,0.9271709322929382
In Mrs Lulling's report the Commission is now asked to withdraw its proposal.,The Commission is now being asked to withdraw its proposal.,Hallucination,0.5834581851959229
At a time when the public at large is watching what is going on ...,"At a time when the public was watching what was going on, there was a large crowd.",Hallucination,0.6464008688926697
"Good morning, Annie.","Morning, Good morning, Annie.",Not Hallucination,0.9158334732055664
Do you want to eat?,Do you want to eat something?,Not Hallucination,0.9224588871002197
In his office.,He is in his office.,Not Hallucination,0.937811553478241
My third and final comment is this: the notion of net contributions must cease.,"Here is my final, third and final, comment.",Hallucination,0.22545182704925537
You wanna come inside?,"Would you come in,",Not Hallucination,0.9007248282432556
The debate is closed.,Debate is closed.,Not Hallucination,0.9678995013237
To the Russians there are no unsafe reactors; there are only first and second generation reactors.,There are no unsafe reactors.,Hallucination,0.31711262464523315
Where's your husband?,Where is your husband?,Not Hallucination,0.9574557542800903
I can't accept.,"I can accept this, but I don't have to.",Hallucination,0.11413228511810303
"This is why we are maintaining pressure on the banks, and this pressure must be translated into action.",We must take action to maintain pressure on the banks.,Not Hallucination,0.802459716796875
Thank you for the answer.,"Thank you, answer.",Not Hallucination,0.9018194079399109
That is certainly not excessive.,That is not excessive.,Not Hallucination,0.9739950299263
For all that you have done.,That is all you have done so far.,Not Hallucination,0.8268604874610901
"Hey, grandma.","Hey, grandma, how long have you been here?",Hallucination,0.19605639576911926
This is what we call the model of coexistence: the coexistence of states that apply the withholding tax regime and states that do not.,This is what we call coexistence.,Hallucination,0.04893864318728447
I kind of wrote it for you.,I wrote it for you.,Not Hallucination,0.8183791637420654
"Above all, I hope that the Commission will be able to use it to produce a policy for convergence.",Commission will be able to use it to produce policy convergence.,Not Hallucination,0.8445852994918823
A fight?,Fight?,Not Hallucination,0.9429415464401245
"Once again, I join with all who have extended their condolences to those who lost their loved ones in the Cermis tragedy.",extended my condolences to those who lost their loved ones in the Cermis tragedy.,Not Hallucination,0.9379041194915771
There has to be another way.,There must be another way.,Not Hallucination,0.9781434535980225
We call on the government to reform itself into a government of national unity.,Government should reform itself into a government of national unity.,Not Hallucination,0.9745021462440491
It is not efficient enough.,It isn't enough efficient.,Not Hallucination,0.9669291377067566
"Hello, Stanley.",Here is Stanley.,Hallucination,0.29845988750457764
But I am not yet convinced that this is the best solution.,This solution isn't yet the best one.,Not Hallucination,0.9429786801338196
Here's the key.,Here is the key.,Not Hallucination,0.9515370726585388
We saw today that there were many French and German tractors in Strasbourg.,Many French and German tractors were seen in Strasbourg today.,Not Hallucination,0.9765899777412415
We hope that you will succeed in obtaining an agreement and that you will be able to implement it.,You hope that you will be able to implement it.,Not Hallucination,0.8656764030456543
The families of the victims demand this and are appealing to us in their suffering.,Victims families demand this and appeal to us in their suffering.,Not Hallucination,0.9704639911651611
The traveler.,Traveller.,Not Hallucination,0.8869897723197937
I'm not optimistic.,I don't have a pessimistic viewpoint.,Hallucination,0.21309585869312286
It's open.,Open. It's open.,Not Hallucination,0.9537693858146667
The process of decision-making simply has to be adjusted in order to make it possible.,Decisions have to be made to make the process possible.,Hallucination,0.6484132409095764
Leave him to me.,Leave him in my care.,Not Hallucination,0.9263889789581299
It's Owen.,It is Owen.,Not Hallucination,0.9710105657577515
"Hello, Marie.",Here is Marie.,Hallucination,0.3664258122444153
We therefore voted against paragraph 8.,We were opposed to paragraph eight.,Not Hallucination,0.860479474067688
We have already experienced some of the benefits from the Daphne programme.,Some of the benefits of the Daphne programme have been realized.,Not Hallucination,0.9458572268486023
What are you gonna tell her?,What are you going to tell her?,Not Hallucination,0.9265859723091125
"Earlier, someone alleged that my colleague Mr Flynn did not have any women in his office - he has one.","Earlier, Mr. Flynn said that he didn't have any women in his office.",Hallucination,0.13410815596580505
"That will be a task for you and I next year, Commissioner.","Commissioner, I will task you with that next year.",Not Hallucination,0.8585546612739563
"I am convinced that my own country, Sweden, would also find the exercise very valuable.",Sweden would find the exercise very valuable.,Not Hallucination,0.8279123306274414
Is dinner ready?,Is dinner ready yet?,Not Hallucination,0.9412214756011963
We look forward to being able to join the euro and so enjoy its full benefits.,Benefits of being able to join the Euro.,Not Hallucination,0.8353869318962097
I repeat that nuclear safety is a crucial element of the pre-accession strategy.,Strategy for nuclear safety is an important element of the preaccession strategy.,Not Hallucination,0.9481341242790222
"Hey, Jane.",Here is Jane.,Hallucination,0.3924494981765747
I have to die.,I must die.,Not Hallucination,0.9730063676834106
"We must, after all, ensure a fresh distribution of the available resources between producers and regions.",Producers and regions must be ensured in fresh distribution of available resources.,Not Hallucination,0.9525085091590881
"I am pleased that in my party in Germany, the Social Democratic Party, 44 % of nominations have been for women.","I'm pleased that my party in Germany, the Social Democratic Party, has gotten some nominations.",Hallucination,0.49539875984191895
We cannot wait for the market to solve this.,We don't have to wait for the market to solve this problem,Hallucination,0.14360474050045013
Are you seeing anyone?,Do you see any of them?,Not Hallucination,0.8803223967552185
We cannot expect to see perfect results immediately.,We not expect perfect results right away.,Not Hallucination,0.9759153127670288
I want to congratulate her on that.,"Congratulations, I want to congratulate her with that.",Not Hallucination,0.9639807939529419
It is a fact that the 140 pages of the report contain nothing new.,There are some new points in the report.,Hallucination,0.26536640524864197
I could add many more to this list.,Many others could be added to this list.,Not Hallucination,0.9385736584663391
But that is not how we should see it; we should look at India from within and with different eyes.,We should see it from within and with different eyes.,Hallucination,0.5064854025840759
The European Union offers its support to that end.,European Union supports that end.,Not Hallucination,0.9672099351882935
I need the truth.,I need to know the truth.,Not Hallucination,0.9741991758346558
It frightens me.,me it scares me.,Not Hallucination,0.9589564800262451
Hold out your hand.,Hand out your hand.,Not Hallucination,0.8866590857505798
When is he coming back?,When he'll be back again?,Not Hallucination,0.9167662262916565
Are you just gonna ignore it?,You just going to ignore it?,Not Hallucination,0.9532607793807983
"I am sorry, but that is the way it is.",That's the way it is.,Not Hallucination,0.8345405459403992
There has not been such a dramatic migration away from the inland communities since the 1960s.,There since the sixties not been such a dramatic migration from the inland communities.,Not Hallucination,0.949428915977478
In the case of India in particular there is no alternative to dialogue.,There is no way out.,Hallucination,0.20342347025871277
"We can trace it back to the time of Christ, who performed his first miracle when he turned water into wine.","When he performed his first miracle, he turned water into wine.",Not Hallucination,0.9027252793312073
Are you busy?,"Are you busy, man?",Hallucination,0.4956793785095215
"This report is absurd, officious and unduly detailed.","This report is absurd, offensive, and detailed.",Hallucination,0.47778069972991943
Ain't she beautiful?,She's so beautiful.,Not Hallucination,0.888795018196106
Deliberately?,"Deliberately, you're right.",Hallucination,0.11623620986938477
"Thank you, Clara.","Clara, thank you, Clara.",Not Hallucination,0.8578214049339294
Could you repeat that?,Could you repeat that again?,Not Hallucination,0.9388526678085327
We do not want to be prescriptive.,We don't want to be prescribed.,Not Hallucination,0.9680531024932861
This is why problems must be tackled on the basis of industrial relations.,Problems must be solved on the basis of industrial relations.,Not Hallucination,0.8714569211006165
It was a difficult and long delivery.,It took a long time to deliver it.,Not Hallucination,0.9302950501441956
"This crisis can also be a challenge, a challenge not only for the new Commission, but for all of us.",This is not easy.,Hallucination,0.6341572403907776
Mr Verheugen made a very important point.,Point Mr Verheugen made a very important point.,Not Hallucination,0.9766719341278076
The real reason for our low rate of growth - and I believe there is broad consensus on this - is a lack of investment.,There is broad consensus on this point.,Hallucination,0.38794809579849243
But it is right for us as a Parliament to put this demand on the bargaining table again.,Parliament should put this demand again on the table again.,Not Hallucination,0.9182412028312683
Parliament would be sending out the wrong signal if we did that.,Parliament would send out the wrong signal if we did that.,Not Hallucination,0.9792790412902832
Rough day.,Hard day. Hard day is a hard day.,Not Hallucination,0.8288723826408386
That was Mr Trakatellis's question.,Question Mr Trakatellis asked that question.,Not Hallucination,0.9357627630233765
We in any case will do everything necessary to ensure a successful outcome.,We will do everything necessary to ensure that the outcome is successful.,Not Hallucination,0.9112539291381836
It's not your call.,"It's not your call,",Not Hallucination,0.9561618566513062
He's got a gun.,He has got a gun.,Not Hallucination,0.9693542122840881
Are you looking?,Are you looking around?,Not Hallucination,0.8764082193374634
Brake it.,Brake it out.,Not Hallucination,0.8037150502204895
Commercial relations and human rights cannot be separated from the other aspects.,Human rights and commercial relations cannot be separated.,Not Hallucination,0.8833856582641602
"Nevertheless, we want to limit the Council regulations to general provisions and to cover the remaining provisions in implementing regulations.",We want to limit Council regulations to general provisions.,Not Hallucination,0.8476321697235107
Thanks for holding.,"Thank you, hold on.",Not Hallucination,0.908210277557373
"Even before the event, orders are being cut down and people are being put out of jobs.",People are being cut off their jobs before the event happens.,Not Hallucination,0.9189400672912598
Enemy of my enemy.,My enemy is my enemy.,Hallucination,0.24677912890911102
"This does not involve the budgetary deficit in itself, but rather the financing of development.",This does not have anything to do with the deficit.,Hallucination,0.33584240078926086
Identify yourselves.,Identify yourselves as members of the community.,Hallucination,0.6443924307823181
There's somebody in there.,There is someone in there.,Not Hallucination,0.9629037976264954
You got five minutes.,You have five minutes.,Not Hallucination,0.9682867527008057
I am convinced we must do so.,We must do so.,Not Hallucination,0.9277693033218384
Come on upstairs.,Come upstairs. Come up.,Not Hallucination,0.9391258955001831
"Worse than that, they are insulting this Parliament itself.",Parliament itself is insulted by them. Parliament itself is insulted by them.,Not Hallucination,0.9528020024299622
"Women bring new needs, ideas and values to the work.","Women bring new needs, values and ideas to work.",Not Hallucination,0.9690946340560913
"In my view, the best remedy is a good dose of liberalisation.",Good dose of liberalisation is the best remedy.,Not Hallucination,0.9690853357315063
This is your chance.,"Here is your chance, Mr. President.",Hallucination,0.41100984811782837
Easy?,It's easy as pie.,Hallucination,0.26096391677856445
"Hello, friends.","Hey, friends,",Not Hallucination,0.8694182634353638
I'm a sheriff.,I'm a cop.,Hallucination,0.16800230741500854
I'm moved.,I'm moved by the beauty of this place,Hallucination,0.48336654901504517
This is a good proposal.,This is a good idea.,Not Hallucination,0.9186935424804688
I've got to find him.,I must find him.,Not Hallucination,0.9752609729766846
Poverty is truly one of the most terrible scourges we are faced with today.,We face one of the most terrible scourges of our time.,Not Hallucination,0.8408424854278564
This is therefore an opportunity for us to use the new Community support framework to promote research and technology.,We now have an opportunity to use new community support framework to promote research and technology.,Not Hallucination,0.9596714377403259
That was him?,That was he?,Not Hallucination,0.9496132135391235
"The rapporteur's proposal is of a very high standard, as is always the case with Mr Aoveros.",Mr. Avery is a very important person.,Hallucination,0.053559817373752594
I therefore voted against this report.,"Reportedly, I opposed this report.",Not Hallucination,0.8484352231025696
It was out of respect.,Out of respect.,Not Hallucination,0.9505507946014404
"Thank you, Frankie.","Frankie, thank you, Frankie.",Not Hallucination,0.9244354963302612
I know it now.,Now I know it.,Not Hallucination,0.9715079665184021
I feel like you're not listening to me.,You don't seem to be paying attention to me right now.,Not Hallucination,0.903215229511261
What has this cooperation become today?,What does this cooperation mean in the long run?,Hallucination,0.10150441527366638
"Four: if Mr Öcalan is, as expected, condemned to death, Turkey must allow him to live.",Mr Öcalan is expected to be condemned to death.,Hallucination,0.6026947498321533
Of course we have ensured that our own systems will operate.,We ensured that our own systems will operate.,Not Hallucination,0.961458146572113
"Mr President, what the European Union has to do in this phase of the so-called 'banana war' is extremely awkward.","Mr President, what does the European Union have to do in this phase of the so-called ""banana war""?",Hallucination,0.649459183216095
Is it obvious?,It's easy to see.,Hallucination,0.2406127154827118
I find it most regrettable that he did not take the trouble to inform the Committee on the Environment at any stage of his dealings.,I find it most regrettable that he didn't take the trouble to inform the Committee at any stage of his dealings,Hallucination,0.5771961808204651
Gallagher report (A4-0018/99),Gallagher report.,Hallucination,0.26970022916793823
But it's working.,It works.,Not Hallucination,0.9402567744255066
"On the contrary, the opportunities to do so will be fairly restricted.",There will be some opportunities to do this.,Hallucination,0.46404314041137695
I don't bite.,"I don't bite you,",Not Hallucination,0.9084387421607971
We're all equal,We all equal.,Not Hallucination,0.9671865105628967
"By the way, this is the best proof we could have that Friday sittings are worth attending.",You're right.,Hallucination,0.0706874281167984
They're just children.,They are just children.,Not Hallucination,0.9728729724884033
I wanna help.,I want to help you out.,Not Hallucination,0.9408341646194458
We're not going anywhere.,We're not going anyplace right now.,Not Hallucination,0.9469645619392395
I've been all around this world,I've been all over the world.,Not Hallucination,0.9518224000930786
The rail network in southern Portugal is the worst in Europe as there are no links with Seville or with Faro airport.,There are no links between Faro airport and Seville.,Hallucination,0.5505008697509766
I can't go with you.,I can't take you with me.,Not Hallucination,0.9601067304611206
There's the phone.,There is a phone call.,Hallucination,0.5924041271209717
What time have you got?,What time you have got?,Not Hallucination,0.9104360938072205
I should've called.,I should call you.,Not Hallucination,0.8396036028862
I'll always protect you.,Protect you always.,Not Hallucination,0.9329116344451904
You're no son of mine.,You don't have to be my son.,Hallucination,0.18519793450832367
Did he commit suicide?,He committed suicide.,Hallucination,0.5801952481269836
The unique feature is that this will apply irrespective of the flag state.,This will apply irrespective of the flag state.,Not Hallucination,0.942054808139801
"Hey, David.","Hey, David,",Not Hallucination,0.8041864037513733
How'd he die?,How he died?,Not Hallucination,0.942460298538208
Go get help.,Get some help.,Not Hallucination,0.955001711845398
Do you really want that?,"Do you want that, or do you want to go somewhere else?",Hallucination,0.4479866921901703
You were asleep.,You were sleeping.,Not Hallucination,0.9695746898651123
"Finally, I hope that we will make sure that none of this money goes into parts of Occupied Palestine.",Occupied Palestine parts of this money will not go into.,Not Hallucination,0.8804404139518738
I don't have parents.,Parentless.,Not Hallucination,0.8619433045387268
"I believe it is workable, though it may be somewhat complicated.","It may be complicated, but it is workable.",Not Hallucination,0.9606547355651855
Got a better idea?,Here is a better idea.,Hallucination,0.17139053344726562
You're so funny.,You such a funny one.,Not Hallucination,0.9615792632102966
"Do you know, who this is?","Do you know who this is, man?",Hallucination,0.6414340138435364
"After discussions with Turkey, a decision has to be taken on the implementing rules, the financial aspects of participation.",Financial aspects of participation should be decided after discussions with Turkey.,Not Hallucination,0.8805593252182007
"As ever, his remarks were pertinent and largely justified.","Justified by his remarks, they were pertinent.",Not Hallucination,0.8160014748573303
"Mr President, Sir Jack Stewart-Clark's report is short, to the point and effective.","Mr President, report Jack Stewart-Clark is short and effective.",Not Hallucination,0.8967903852462769
"Hello, Caroline.","Hey, Caroline,",Not Hallucination,0.8716330528259277
We have to find her.,We must find her.,Not Hallucination,0.981316089630127
This is scandalous and undemocratic!,"This is scandalous and undemocratic, and I don't have to do this.",Hallucination,0.6355555653572083
"In my opinion, digital has already won.",Digital world has won. Digital world has prevailed over. Digital world has prevailed over.,Not Hallucination,0.9145298004150391
I gotta stop him.,I'll stop him.,Not Hallucination,0.811802864074707
On Sunday.,Sundays are the best days.,Hallucination,0.3852473199367523
"I'm sorry, James.","I'm sorry, but I can't do this right now, James.",Hallucination,0.618529200553894
"Hello, Maria.","Hey, Maria,",Not Hallucination,0.8806504011154175
"However, I am confident that, utilising the new legal base, we can begin once again to put this issue on the map.",We can put this issue on the map again once we have a legal basis for that.,Not Hallucination,0.9297712445259094
Not even once?,"Once, but not again.",Hallucination,0.13054589927196503
Is she worth it?,"She's worth it, you know.",Hallucination,0.34403878450393677
"Hello, Billy.",Here is Billy.,Hallucination,0.31122887134552
It's just a matter of time.,It takes some time to get there.,Hallucination,0.37241554260253906
First name or last?,First name or last name? First name or last name? Last name or first name? Last name or first name?,Not Hallucination,0.8003189563751221
Finance and mentorship should go hand in hand.,Financial and mentoring should go hand in hand.,Not Hallucination,0.9755504131317139
How much time do you have?,How long do you have been here?,Hallucination,0.17559818923473358
"Ladies and gentlemen, allow me once again to thank Mr Adam for the excellent report he has put before us.","Here is Mr. Adam again, thanking us for the report he gave us.",Hallucination,0.45575764775276184
It's a phone number.,Phone number is a phone number.,Not Hallucination,0.9425286650657654
She's alive?,"She's still alive, but she's not doing too well.",Hallucination,0.446106493473053
I'm done now.,Now I'm done.,Not Hallucination,0.9706985354423523
Can the Commission explain how the present qualifying periods for joining the ERM are to be interpreted?,How the ERM qualifying periods are to be interpreted?,Not Hallucination,0.8384148478507996
"After all, we cannot expect a car that was built 20 years ago to satisfy today's requirements.",We cannot expect that a car built twenty years ago will meet today's requirements.,Not Hallucination,0.9697307348251343
It was a very difficult dossier.,It was a very difficult task.,Hallucination,0.5090869665145874
HARRY Imperio.,Harry Imperio.,Not Hallucination,0.8820312023162842
It's our right.,We have the right to do that.,Not Hallucination,0.9363397359848022
Did you sleep here?,Here you sleep.,Hallucination,0.1921827495098114
I regret it very much but we must proceed with the approval of the Minutes of the last session.,We must approve Minutes of the last session.,Not Hallucination,0.8933928608894348
What am I supposed to do with it?,What am I supposed to do with that?,Not Hallucination,0.9213529229164124
No one gets hurt.,No one is hurt.,Not Hallucination,0.9715853929519653
What'd the doctor say?,What did the doctor say?,Not Hallucination,0.9442375302314758
So where's the TV?,Where's the TV?,Not Hallucination,0.932422935962677
"Mr Sakellariou, I have listened very carefully to what you have said.","Mr Sakellariou, I have been very careful to what you have said.",Not Hallucination,0.9302459359169006
When are we leaving?,When we leave?,Not Hallucination,0.8846426606178284
I'm Joe.,"Joe, I'm Joe.",Not Hallucination,0.9331731796264648
"Hey, Pete.","Hey, Peter,",Not Hallucination,0.8308563232421875
From this point of view we must have an effective educational programme for consumers.,We have an effective education programme for consumers here.,Hallucination,0.3827029764652252
"I admit that, Commissioner, and also thank the Commission for improving its proposal compared to the original text.","Commission, thank you.",Hallucination,0.6102497577667236
I am tempted to have a roll-call vote on whether roll-call votes are worthwhile but that would be absurd.,I would like to have a roll call vote.,Hallucination,0.22721357643604279
Is he at home?,He's at home.,Hallucination,0.197036013007164
I think that is the crucial point.,That is the crucial point.,Not Hallucination,0.9360110759735107
"Thank you, chief.","Chief, thank you,",Not Hallucination,0.9410780668258667
It would enable them to present a stronger case.,They would be able to present a stronger case.,Not Hallucination,0.9706858396530151
That is why we support the Agriculture Committee's call for a framework regulation.,We support call for framework regulation by the Agriculture Committee.,Not Hallucination,0.9459050893783569
Adopting Amendment No 25 fails in our opinion to do justice to the important area of producer liability.,Adopting Amendment No.,Hallucination,0.07962945848703384
And what is actually the point of the Commission's proposal?,What is the point of Commission's proposal?,Not Hallucination,0.917655348777771
I give the floor to Sir Leon to answer Mr McMahon's question.,Here is Mr. Leon.,Hallucination,0.03838672116398811
"Mrs Breyer, I cannot put your proposal to the vote.","Mrs Breyer, I can't put your proposal on the vote.",Not Hallucination,0.9724889397621155
"In my view, we should return some of the decision-making that is currently carried out at EU level to the Member States and the regions.",Member States and regions should take some of the decision making that is currently carried out at the EU level.,Not Hallucination,0.9478147625923157
He said it.,He said it was easy.,Hallucination,0.45153528451919556
What's he done now?,What he done now?,Not Hallucination,0.9100825786590576
A couple hours.,Two hours. Two hours.,Not Hallucination,0.8634631037712097
Global warming.,Global warming is happening.,Not Hallucination,0.9515861868858337
It is just a matter of time.,It takes some time to get there.,Hallucination,0.3394489884376526
It has come to my knowledge that we have 300 freelance interpreters whom the Commission has not paid properly since October.,We have been unpaid since October.,Hallucination,0.17791874706745148
So come with me.,"So come with me, and we'll be there in two shakes of a lick.",Hallucination,0.4715645909309387
The resolution is right to point out the danger of corruption and the need to eliminate it.,Corruption needs to be eliminated.,Not Hallucination,0.8793216347694397
Many people would not have died in Racak and elsewhere if we had done in October what we are doing now.,"If we were doing what we are doing now, many people would not die in October.",Not Hallucination,0.8496035933494568
Painting a threatening picture is often the easiest option.,easiest way to paint a threatening picture is to paint a threatening picture. easiest way to paint a threatening picture is to paint a threatening picture.,Not Hallucination,0.9422480463981628
And I know that statistics can be used to say anything you like.,Statistics can be used to say anything you like that.,Not Hallucination,0.8635985851287842
Let me also point to the importance of the railways in relation to combined transport.,Importance railways in relation to combined transport.,Not Hallucination,0.8739231824874878
We have to help her.,We must help her.,Not Hallucination,0.9782443642616272
You have to stop.,You must stop.,Not Hallucination,0.9735443592071533
"In conclusion, I would like to say that we must beware of placing contracts for research work on geographical grounds alone.",We must not place research contracts on geographical grounds alone.,Not Hallucination,0.9519267678260803
You're crying?,Crying?,Not Hallucination,0.8731968402862549
It's my duty.,It's my duty to protect these people.,Hallucination,0.569667637348175
"Mr President, I will be extremely brief because I am conscious of the fact that unavoidably my first contribution was long.",Here is my first contribution.,Hallucination,0.019166896119713783
That is impossible.,"That is impossible, and there is no way out.",Hallucination,0.6531671285629272
But business in the audiovisual sector is essentially done by small and medium-sized enterprises.,Small and medium enterprises are the main players in the audiovisual sector.,Not Hallucination,0.8665345311164856
Why are you screaming?,"Why are you screaming, man?",Hallucination,0.6515613794326782
We barely know each other.,We don't know much about each other.,Not Hallucination,0.9171191453933716
"Clearly, this must not be allowed to continue.",This must not be allowed to continue.,Not Hallucination,0.96373450756073
The Union is currently involved in a legal dispute.,Union currently involved in legal proceedings.,Not Hallucination,0.891438364982605
Count Sforza expressed the hope that Eritrea would not be annexed to Ethiopia.,Count Sforza expressed hope that Ethiopia would not be annexed to Ethiopia.,Hallucination,0.11617778986692429
He's at work.,He's working.,Not Hallucination,0.9460797309875488
You know each other?,Do you know each other?,Not Hallucination,0.9394099712371826
What's your birthday?,"What's your birthday, pal?",Hallucination,0.6060937643051147
"Firstly, are you working on the basis of the Commission's proposal or on the information provided by the Austrian Presidency?","Firstly, working on the basis of the Commission's proposal or on information provided by the Austrian Presidency?",Not Hallucination,0.9179570078849792
"Hello, Richard.","Hey, Richard,",Not Hallucination,0.8689501881599426
